neighbourhood_group,latitude,longitude,room_type,availability_365,minimum_nights,number_of_reviews,price
1,40.67964,-73.93946,0,321,7,63,100
2,40.76189,-73.99,1,303,2,52,130
2,40.72645,-73.98035,1,192,1,70,89
1,40.66799,-73.99669,0,0,5,1,200
1,40.69046,-73.95167,0,36,2,35,80
0,40.80489,-73.92158,1,271,5,70,50
2,40.79239,-73.94535,0,341,28,70,135
2,40.72709,-73.98274,1,333,1,70,90
2,40.72599,-73.99669,1,210,5,1,269
1,40.68309,-73.94219,0,231,3,70,110
2,40.79442,-73.93433,0,308,1,70,145
2,40.76166,-73.99669,0,292,28,70,179
3,40.70163,-73.90867,1,311,1,19,55
2,40.75575,-73.96842,1,264,2,61,110
2,40.80489,-73.94197,0,153,5,70,269
3,40.74581,-73.95295,1,219,28,65,75
1,40.66799,-73.98574,0,0,1,40,269
2,40.74,-73.99669,1,332,28,70,130
2,40.75348,-73.97065,0,120,28,70,190
2,40.72066,-73.98506,0,191,3,70,200
1,40.71746,-73.95497,0,248,2,70,180
1,40.70257,-73.9847,0,67,5,40,269
2,40.72264,-73.9837,0,0,4,1,160
2,40.73833,-73.98186,0,325,28,70,195
2,40.73268,-73.99255,0,249,28,1,241
2,40.71892,-73.99628,0,0,7,2,269
3,40.77679,-73.91687,0,313,28,49,75
2,40.71693,-73.98948,0,0,5,8,100
2,40.73685,-73.98359,0,12,1,1,269
1,40.68501,-73.97019,1,69,5,70,85
1,40.66799,-73.96003,0,0,21,5,80
1,40.67722,-73.96542,1,293,1,70,55
1,40.68975,-73.96703,1,363,1,43,269
1,40.69221,-73.95866,0,4,6,8,110
2,40.72969,-73.99669,0,257,2,37,200
1,40.6893,-73.96602,1,362,1,70,269
1,40.70832,-73.94157,0,0,1,24,137
1,40.68016,-73.94878,0,365,3,5,269
1,40.70875,-73.95508,0,102,28,70,199
2,40.80489,-73.92886,1,26,4,70,71
0,40.80489,-73.90781,1,302,2,70,49
1,40.6889,-73.95383,0,280,2,70,180
2,40.75127,-73.99637,0,302,5,34,226
1,40.67607,-73.94421,1,281,3,5,85
2,40.73834,-73.9823,0,0,1,5,135
3,40.7347,-73.90781,0,297,4,60,79
2,40.71876,-73.98851,0,246,1,70,154
1,40.73787,-73.95385,0,60,3,34,199
2,40.73066,-73.99669,0,296,3,70,269
2,40.73291,-73.99669,0,0,4,6,246
2,40.80489,-73.92822,1,364,28,4,125
1,40.68707,-73.91918,1,281,1,7,100
1,40.7184,-73.96019,0,0,5,70,269
1,40.67495,-73.95563,1,0,3,1,150
2,40.71582,-73.99669,0,0,1,49,119
2,40.80489,-73.94288,1,365,1,11,125
2,40.80489,-73.94279,0,365,5,1,269
2,40.73129,-73.99669,0,249,3,70,269
1,40.71628,-73.95737,1,303,2,70,129
2,40.78558,-73.9726,1,300,1,70,140
2,40.7146,-73.991,1,323,4,70,115
2,40.79493,-73.94462,0,0,3,49,200
1,40.66799,-73.99049,0,204,28,13,96
1,40.73693,-73.95284,0,60,3,33,199
1,40.73641,-73.9533,0,84,3,24,199
1,40.73794,-73.95254,0,60,3,59,199
1,40.66799,-73.96726,1,303,1,2,69
2,40.79771,-73.96323,0,261,2,16,185
2,40.80489,-73.94692,1,0,2,70,81
1,40.7373,-73.95323,0,60,3,24,199
1,40.73708,-73.95271,0,60,3,23,199
1,40.73652,-73.95236,0,60,3,43,199
1,40.73693,-73.95316,0,56,3,30,199
1,40.73784,-73.95324,0,84,3,39,199
1,40.73674,-73.95247,1,58,3,8,269
1,40.73783,-73.95259,1,60,3,3,249
1,40.73714,-73.95296,1,60,3,6,269
1,40.73731,-73.9545,1,81,3,4,179
3,40.74965,-73.90781,1,365,5,56,54
1,40.73793,-73.95316,1,60,3,7,269
1,40.68197,-73.96549,0,0,1,2,110
1,40.70271,-73.91566,0,297,2,70,220
1,40.7116,-73.9529,1,91,28,30,89
1,40.69241,-73.94885,0,315,2,70,170
2,40.72004,-73.99424,0,338,7,25,269
3,40.74511,-73.92398,0,40,10,70,80
2,40.74599,-73.99669,0,361,2,7,269
1,40.68946,-73.99385,1,288,4,70,98
1,40.68226,-73.95473,0,218,28,31,125
1,40.67855,-73.90781,1,1,28,53,49
1,40.71408,-73.9489,1,117,3,70,64
1,40.68618,-73.96144,0,0,3,70,154
1,40.67379,-73.98454,0,204,3,70,139
3,40.70554,-73.90781,1,0,4,20,75
2,40.74031,-73.99669,0,20,4,46,269
2,40.74618,-73.99669,0,0,28,10,195
2,40.80489,-73.94567,1,0,1,70,58
4,40.66799,-73.99669,0,333,2,21,250
4,40.66799,-73.99669,1,189,7,1,50
4,40.66799,-73.99669,0,353,2,8,125
1,40.69142,-73.97203,0,0,7,4,70
2,40.76928,-73.95021,0,206,2,70,189
1,40.68338,-73.95289,0,1,3,18,130
2,40.72953,-73.99669,0,0,7,11,145
2,40.70523,-73.99669,1,307,7,51,101
2,40.74025,-73.99669,1,0,5,20,95
2,40.73378,-73.99669,0,0,7,8,269
2,40.72087,-73.99022,0,27,28,59,153
1,40.66799,-73.94219,0,27,4,54,92
2,40.7193,-73.98966,1,348,5,10,80
2,40.73312,-73.99669,0,246,4,70,269
1,40.69778,-73.97676,0,15,3,70,145
2,40.72534,-73.98591,1,0,2,69,88
2,40.80489,-73.94516,0,5,1,1,155
1,40.72059,-73.9567,0,0,28,24,185
3,40.74558,-73.92324,1,0,2,70,73
2,40.79433,-73.9765,0,107,2,70,225
2,40.80489,-73.95549,1,144,7,70,85
1,40.6711,-73.95231,1,98,2,20,99
1,40.67962,-73.90781,1,0,28,17,49
2,40.76217,-73.98411,0,0,5,8,200
2,40.76128,-73.96463,0,0,7,11,269
2,40.72313,-73.99438,0,89,5,5,269
1,40.7177,-73.95576,0,354,4,1,110
2,40.78448,-73.97289,0,286,28,36,109
2,40.78304,-73.97447,0,252,28,16,167
1,40.68737,-73.97125,0,189,15,5,147
2,40.74139,-73.99669,0,0,4,1,220
2,40.71992,-73.98773,0,271,4,68,195
2,40.71905,-73.99669,0,0,28,70,199
2,40.70741,-73.99669,1,0,28,10,65
3,40.73349,-73.90781,1,0,1,38,55
0,40.80489,-73.90781,1,337,2,15,50
1,40.66799,-73.97296,1,347,2,20,60
2,40.79111,-73.94466,1,127,3,25,99
2,40.79951,-73.95257,0,41,2,35,130
1,40.71647,-73.93974,0,0,28,1,269
2,40.75114,-73.99669,0,18,3,64,269
1,40.66799,-73.93216,1,158,3,26,50
3,40.74579,-73.95012,1,270,2,70,96
1,40.70278,-73.92673,1,88,15,21,49
3,40.74409,-73.91122,1,306,2,70,85
1,40.68812,-73.93254,1,216,10,16,49
2,40.72454,-73.99151,0,16,3,24,250
1,40.71073,-73.96207,1,365,1,30,190
1,40.71028,-73.96128,1,365,2,5,75
1,40.66799,-73.96131,0,312,4,70,93
1,40.68884,-73.95059,1,33,5,9,60
1,40.6865,-73.95372,1,0,5,45,65
2,40.75282,-73.97315,0,365,28,19,125
2,40.76373,-73.96897,0,27,3,5,269
2,40.73388,-73.99452,0,300,2,70,150
2,40.80489,-73.92901,0,216,28,20,56
2,40.72257,-73.98465,0,365,3,49,269
1,40.72723,-73.95728,1,303,4,6,60
1,40.69135,-73.97321,0,0,5,7,88
1,40.70513,-73.95505,1,161,2,35,60
2,40.73301,-73.99669,0,297,5,28,269
2,40.79793,-73.93612,1,0,6,1,200
2,40.80285,-73.95166,1,50,2,54,99
1,40.70642,-73.91665,0,28,3,70,110
1,40.68156,-73.96537,0,317,5,6,135
2,40.77368,-73.95198,0,275,15,1,110
1,40.68631,-73.93702,0,80,3,70,165
1,40.66799,-73.99042,0,365,28,1,127
1,40.67847,-73.97038,0,340,3,70,269
2,40.80489,-73.95585,1,97,6,70,85
1,40.72868,-73.95835,1,365,7,15,75
2,40.73168,-73.98662,0,314,28,52,139
1,40.66799,-73.9533,0,0,6,58,70
2,40.7928,-73.93967,1,339,3,70,50
3,40.77117,-73.91905,1,0,5,3,49
2,40.73729,-73.99669,0,35,28,7,250
1,40.66984,-73.95141,1,0,1,1,64
2,40.80489,-73.94071,0,365,3,2,269
1,40.68492,-73.95489,0,257,4,70,269
1,40.68255,-73.91957,0,5,3,63,100
1,40.67392,-73.94662,0,0,5,26,250
2,40.73879,-73.99669,0,0,27,1,200
1,40.73321,-73.95587,0,0,5,14,140
2,40.80489,-73.95082,1,304,1,70,130
1,40.66799,-73.97386,0,286,28,3,90
2,40.71601,-73.99123,0,0,3,70,90
1,40.68106,-73.9292,1,118,3,29,97
1,40.68131,-73.98879,0,265,6,69,91
1,40.67264,-73.98136,1,303,3,70,125
1,40.67889,-73.90781,1,0,7,1,75
2,40.7241,-73.97899,0,125,7,24,180
1,40.70766,-73.95191,0,354,7,1,269
1,40.71422,-73.9484,0,6,19,5,100
2,40.76001,-73.99133,0,0,3,10,175
1,40.66799,-73.97974,1,80,4,36,65
2,40.73362,-73.99669,0,134,5,70,240
2,40.73119,-73.98819,1,0,6,1,269
2,40.74494,-73.99669,0,364,1,63,269
1,40.69657,-73.9129,1,0,15,5,49
1,40.67106,-73.95463,0,297,3,70,110
2,40.80489,-73.95589,1,0,2,70,75
1,40.68991,-73.93179,0,43,3,21,100
2,40.76147,-73.99152,0,10,2,70,165
1,40.68174,-73.91921,0,0,2,40,269
1,40.68538,-73.99669,0,189,3,70,140
1,40.70839,-73.94289,0,17,6,66,120
1,40.69018,-73.98107,0,289,3,35,175
1,40.68128,-73.99522,0,305,28,70,269
2,40.72948,-73.98694,0,0,8,15,179
1,40.68353,-73.9914,0,0,2,13,189
2,40.72506,-73.98865,0,220,2,70,219
2,40.72891,-73.99669,0,0,20,70,269
2,40.7253,-73.99669,0,0,5,8,249
3,40.75295,-73.93228,1,362,2,5,65
1,40.71947,-73.95252,0,121,4,46,250
2,40.71283,-73.99669,0,153,28,37,139
2,40.77338,-73.98887,0,205,7,14,209
1,40.67385,-73.94405,0,310,5,37,120
3,40.76856,-73.91828,0,0,5,1,70
2,40.73908,-73.99669,1,236,3,70,90
2,40.7625,-73.9869,0,200,3,4,199
1,40.69755,-73.91187,1,74,28,17,50
1,40.67335,-73.96,0,0,5,1,100
2,40.80489,-73.95146,0,0,1,1,110
1,40.70736,-73.94331,0,12,4,54,157
1,40.73683,-73.9543,0,84,3,43,199
3,40.76444,-73.92607,0,0,3,7,192
1,40.7389,-73.95395,0,84,3,70,199
2,40.77611,-73.97808,0,0,1,70,150
1,40.73806,-73.95462,0,56,3,70,199
1,40.73661,-73.95479,0,62,3,70,199
1,40.73857,-73.95435,0,81,3,23,199
1,40.711,-73.96225,0,0,3,11,105
1,40.70686,-73.95365,1,310,28,70,135
1,40.73857,-73.95299,0,60,3,54,199
1,40.71095,-73.95239,1,0,3,17,125
1,40.70918,-73.94881,1,0,7,1,60
1,40.71685,-73.96573,0,0,1,70,85
2,40.7909,-73.96762,0,29,3,36,269
1,40.71143,-73.94159,1,264,2,70,75
3,40.737,-73.90781,1,341,1,63,55
1,40.66799,-73.96091,1,0,5,2,49
1,40.68855,-73.95405,1,0,5,18,55
1,40.71653,-73.95554,1,0,3,24,49
1,40.69309,-73.97074,1,0,3,1,49
1,40.70638,-73.96627,1,363,1,2,70
1,40.71629,-73.95786,0,25,14,23,130
1,40.68622,-73.94675,1,0,2,70,52
1,40.71635,-73.94609,1,358,3,1,75
2,40.77272,-73.95307,1,0,3,1,190
2,40.72509,-73.99669,0,109,5,70,250
1,40.66799,-73.90781,0,289,1,70,100
1,40.72582,-73.95843,0,188,4,9,130
2,40.80489,-73.95433,1,260,2,44,140
1,40.66799,-73.96855,1,168,2,70,75
2,40.7968,-73.93611,0,0,7,12,150
2,40.79596,-73.94463,0,311,3,51,90
2,40.78012,-73.98439,0,146,1,1,269
2,40.77508,-73.9799,0,2,2,11,150
1,40.71532,-73.96064,0,242,3,70,180
1,40.68786,-73.97421,1,0,3,16,135
1,40.70793,-73.91987,1,46,5,70,65
2,40.79044,-73.97513,1,365,3,14,99
1,40.72668,-73.95762,1,364,14,65,149
4,40.66799,-73.99669,1,352,1,50,59
2,40.80489,-73.94596,1,301,3,33,75
2,40.80489,-73.94457,1,322,3,30,75
1,40.69348,-73.95927,1,298,3,13,75
2,40.78443,-73.97399,0,285,28,18,109
1,40.67679,-73.95639,0,342,4,1,225
2,40.79107,-73.94381,1,250,3,70,86
3,40.70215,-73.91139,1,326,2,70,52
1,40.67339,-73.96519,1,90,2,61,100
2,40.72209,-73.99274,0,289,28,13,99
2,40.73171,-73.98717,1,193,3,70,89
1,40.69213,-73.951,0,293,2,39,135
2,40.73237,-73.99669,0,155,14,65,199
1,40.66799,-73.97777,0,189,3,62,89
2,40.80343,-73.9531,1,248,3,47,110
1,40.70462,-73.9228,0,238,2,42,120
1,40.71394,-73.96267,1,284,3,70,59
1,40.66799,-73.99669,1,343,4,70,49
1,40.73028,-73.95927,1,268,14,22,79
2,40.80489,-73.94433,0,249,28,25,135
1,40.66799,-73.98343,0,291,2,70,185
1,40.71279,-73.95852,0,0,4,26,225
2,40.73294,-73.98282,0,0,5,18,245
2,40.80489,-73.9457,0,31,3,18,115
1,40.72091,-73.95814,0,0,2,70,269
1,40.71819,-73.95414,1,79,2,70,95
2,40.73887,-73.99669,1,0,2,70,120
2,40.77892,-73.98238,0,157,28,64,269
1,40.71336,-73.96192,1,277,2,70,75
2,40.77688,-73.96177,1,353,1,66,109
1,40.71368,-73.94478,0,0,3,25,160
2,40.7761,-73.95265,0,280,4,70,219
2,40.77471,-73.95574,0,7,2,32,159
1,40.68625,-73.96446,1,266,3,15,180
2,40.725,-73.98851,0,0,5,1,150
2,40.74016,-73.97665,0,271,3,12,106
2,40.75023,-73.98293,0,101,10,19,269
2,40.78867,-73.96809,0,205,3,70,179
1,40.66799,-73.95914,0,343,3,12,165
1,40.66799,-73.96076,0,0,4,9,269
2,40.71638,-73.99167,0,190,15,9,250
2,40.80489,-73.92558,1,310,7,46,87
1,40.71179,-73.96449,1,52,4,42,79
2,40.76186,-73.99165,1,312,2,70,75
1,40.71417,-73.95917,0,0,28,53,200
2,40.80489,-73.93877,1,329,1,15,80
1,40.66799,-73.94607,0,333,3,64,115
1,40.66799,-73.9459,0,327,3,51,115
1,40.66799,-73.94637,0,349,3,70,120
2,40.803,-73.95278,1,217,3,70,125
2,40.79526,-73.9655,0,0,1,23,269
2,40.75763,-73.99482,1,80,6,62,95
2,40.77577,-73.98258,0,0,2,36,99
2,40.77631,-73.95289,0,351,1,16,121
2,40.76774,-73.9892,0,362,4,24,269
2,40.80489,-73.94355,1,144,2,70,75
2,40.75782,-73.99349,1,43,5,70,95
2,40.80489,-73.95,1,365,1,56,89
2,40.73104,-73.99669,1,129,1,7,195
2,40.74253,-73.9916,1,0,21,1,160
1,40.66799,-73.99669,0,0,18,19,70
2,40.72886,-73.99669,1,0,3,7,100
2,40.71868,-73.99017,0,0,1,53,140
2,40.72143,-73.98117,0,355,3,70,189
1,40.71682,-73.96369,1,0,5,1,160
1,40.67725,-73.9821,0,280,28,8,178
1,40.66888,-73.95292,0,38,14,46,145
1,40.67188,-73.97533,0,31,5,6,125
2,40.74964,-73.99158,0,324,4,70,265
1,40.66799,-73.95057,1,365,5,11,77
2,40.78164,-73.94717,1,0,3,5,60
2,40.71515,-73.99029,0,171,3,70,129
2,40.72986,-73.97913,0,36,6,41,199
1,40.66799,-73.95937,1,332,7,34,92
1,40.66898,-73.9571,0,0,3,34,185
2,40.75407,-73.96713,0,192,7,27,110
1,40.70712,-73.94013,1,139,4,30,65
2,40.74553,-73.98943,1,167,3,70,135
2,40.77584,-73.9502,2,0,28,12,115
2,40.79967,-73.95156,1,10,2,6,175
2,40.80142,-73.96931,1,365,7,1,269
1,40.70507,-73.9353,1,110,3,70,72
1,40.67962,-73.97655,1,0,2,30,80
1,40.66847,-73.94875,0,0,5,1,125
1,40.7376,-73.95678,1,242,5,3,120
1,40.71148,-73.95573,1,22,2,70,94
1,40.67425,-73.96514,1,0,3,63,56
2,40.72899,-73.97792,0,200,28,58,269
1,40.72488,-73.94013,0,0,2,5,190
1,40.72212,-73.95696,1,87,3,63,129
1,40.68534,-73.93433,0,202,5,70,85
4,40.66799,-73.99669,1,226,3,70,49
2,40.78161,-73.97898,0,0,3,22,145
2,40.75643,-73.99046,0,327,7,13,200
1,40.67407,-73.98111,0,262,4,23,125
1,40.66799,-73.95149,0,0,28,3,50
2,40.80489,-73.94866,1,359,3,10,160
2,40.80334,-73.94805,1,348,3,14,180
2,40.80489,-73.91611,1,0,1,20,100
1,40.704,-73.93285,1,0,5,2,70
0,40.80489,-73.91673,0,318,2,47,120
4,40.66799,-73.99669,1,363,2,6,110
2,40.7685,-73.96034,1,70,7,70,105
2,40.76082,-73.97548,0,0,3,70,250
2,40.74238,-73.98122,1,90,28,15,74
2,40.80151,-73.9522,0,15,2,70,165
2,40.80489,-73.94027,1,335,3,4,99
2,40.73677,-73.98084,0,0,28,70,125
3,40.71151,-73.90781,1,0,1,59,75
3,40.68581,-73.90781,2,364,1,8,49
1,40.68636,-73.99669,0,34,2,70,159
1,40.70994,-73.96573,1,242,15,15,49
2,40.76013,-73.99007,1,147,2,70,104
2,40.70621,-73.99669,0,169,4,27,225
2,40.72172,-73.99669,1,188,5,61,100
1,40.72049,-73.95221,1,89,2,2,90
3,40.71068,-73.90781,1,189,1,16,75
2,40.74125,-73.98862,0,0,7,1,269
2,40.80489,-73.94223,0,253,5,38,135
2,40.7824,-73.98294,1,311,1,25,125
2,40.72634,-73.98267,0,0,3,70,225
2,40.80489,-73.94311,1,363,3,6,85
2,40.78521,-73.95489,0,224,7,30,200
1,40.66799,-73.98316,0,5,3,17,250
2,40.72123,-73.98996,1,301,10,67,90
1,40.70339,-73.92945,0,0,28,53,130
1,40.66799,-73.96237,0,50,28,32,90
1,40.67939,-73.99398,0,296,28,70,269
2,40.76494,-73.95804,0,84,4,19,269
2,40.80192,-73.95827,1,365,1,1,125
2,40.79314,-73.94853,1,212,3,70,125
2,40.7453,-73.99056,1,181,3,70,145
2,40.72812,-73.97966,0,0,2,16,147
1,40.7093,-73.96484,1,158,3,70,123
1,40.66799,-73.97904,0,217,3,70,88
3,40.75453,-73.93377,0,335,2,59,215
2,40.72057,-73.99669,0,231,3,70,225
2,40.7234,-73.99439,0,122,28,70,269
1,40.71121,-73.94669,0,270,3,7,145
1,40.68979,-73.91661,1,330,3,70,75
2,40.73448,-73.99669,0,0,5,1,145
1,40.66799,-73.95906,0,321,2,70,229
1,40.68599,-73.98826,0,312,28,23,269
2,40.79477,-73.95046,1,345,3,67,100
1,40.66799,-73.95455,0,2,2,8,75
2,40.72278,-73.99669,0,252,2,70,225
1,40.71472,-73.96225,1,15,6,62,120
1,40.66924,-73.94406,0,169,5,70,160
1,40.67259,-73.95489,0,212,28,58,125
1,40.69321,-73.9442,0,0,5,9,95
1,40.71348,-73.94447,1,296,3,70,119
2,40.75816,-73.96457,0,167,2,16,269
2,40.70537,-73.99669,0,365,1,36,160
1,40.68722,-73.96289,0,365,1,54,269
2,40.73111,-73.98528,0,0,14,1,175
1,40.72212,-73.94389,0,258,6,39,87
1,40.66799,-73.97933,0,257,1,70,160
2,40.72978,-73.9793,1,364,3,28,125
1,40.68838,-73.94193,0,236,2,70,90
2,40.71804,-73.98565,0,0,7,4,200
1,40.68559,-73.93896,0,54,15,37,250
2,40.77995,-73.98342,1,189,28,27,99
2,40.7559,-73.99469,0,364,28,18,269
2,40.76291,-73.99202,1,265,1,70,99
2,40.74406,-73.98273,0,207,2,70,269
2,40.73041,-73.99669,0,0,7,5,129
1,40.6764,-73.96218,0,196,28,5,130
1,40.70279,-73.98284,0,0,4,8,190
1,40.67436,-73.956,1,57,2,62,55
2,40.80489,-73.94095,1,0,2,13,60
2,40.79234,-73.96482,0,0,1,8,250
2,40.80489,-73.93885,0,277,3,50,269
3,40.74826,-73.94633,1,0,28,69,50
1,40.67763,-73.97185,0,10,4,41,125
1,40.68472,-73.96691,0,247,20,70,150
1,40.66799,-73.90781,0,273,4,40,70
1,40.67302,-73.98756,0,189,3,70,138
2,40.70633,-73.99669,0,0,4,33,265
2,40.77548,-73.95183,1,365,5,2,145
2,40.73775,-73.99669,0,249,28,19,151
2,40.70917,-73.99669,0,310,6,70,208
1,40.7108,-73.96226,0,291,3,16,200
2,40.72507,-73.98861,1,74,2,64,110
2,40.80489,-73.9444,1,289,1,17,58
2,40.80489,-73.94281,1,0,2,7,55
1,40.67078,-73.98815,0,219,28,15,105
2,40.728,-73.97903,0,0,5,4,269
1,40.66799,-73.96181,0,73,3,70,150
1,40.71517,-73.94292,1,97,28,10,55
1,40.66859,-73.98235,0,149,20,1,269
3,40.70054,-73.90781,0,85,3,70,77
2,40.74572,-73.99669,0,0,9,10,125
2,40.78911,-73.97396,0,50,14,39,269
1,40.68813,-73.92817,0,303,7,7,189
0,40.80489,-73.92399,1,333,1,23,49
2,40.77593,-73.97699,0,239,4,22,90
2,40.73903,-73.97975,1,6,1,1,100
1,40.71164,-73.965,0,0,2,5,269
3,40.75193,-73.90781,1,180,5,30,75
3,40.74906,-73.90781,1,318,7,55,69
1,40.71756,-73.95282,1,328,1,70,90
2,40.80489,-73.94319,1,18,1,70,94
1,40.66799,-73.97304,1,353,2,70,80
0,40.80489,-73.90781,0,63,5,70,100
1,40.66799,-73.90781,1,34,5,70,49
2,40.77555,-73.9767,0,284,3,70,250
1,40.66799,-73.99669,1,333,7,28,55
1,40.67267,-73.98348,1,0,2,1,110
1,40.66799,-73.97173,0,0,1,3,200
1,40.66799,-73.9829,0,222,3,70,142
1,40.68699,-73.9635,1,333,2,70,70
1,40.72183,-73.94908,0,0,2,7,260
2,40.71986,-73.9869,0,195,4,13,225
1,40.68881,-73.95405,1,0,21,6,59
2,40.80489,-73.94267,1,0,1,3,65
2,40.80489,-73.9194,0,249,20,11,99
2,40.72981,-73.98318,0,78,2,67,239
2,40.80489,-73.92421,0,21,2,70,50
2,40.80489,-73.95204,1,0,4,70,65
2,40.7476,-73.99669,0,0,4,23,139
2,40.73357,-73.99669,0,167,2,70,174
2,40.73204,-73.99669,0,0,3,7,269
2,40.80489,-73.94217,1,47,3,36,75
2,40.72917,-73.98811,0,0,1,70,210
1,40.7061,-73.94531,1,195,4,70,55
1,40.70147,-73.94378,0,319,3,12,229
2,40.76719,-73.95303,0,0,2,23,150
2,40.74134,-73.98113,0,177,2,47,129
2,40.80489,-73.94747,0,0,8,8,100
1,40.71613,-73.95837,0,67,3,17,200
2,40.71746,-73.98782,1,0,5,4,89
1,40.66933,-73.93798,0,311,28,19,250
1,40.68905,-73.9541,1,0,7,2,65
1,40.67615,-73.95441,0,0,2,35,68
1,40.7111,-73.94643,0,144,3,70,235
1,40.68944,-73.9376,0,220,3,70,100
2,40.72106,-73.98384,0,28,3,31,269
3,40.67747,-73.90781,2,353,1,70,49
2,40.73123,-73.99669,1,19,2,70,100
2,40.72152,-73.99279,1,0,1,1,269
2,40.72147,-73.99208,0,319,1,70,210
1,40.66799,-73.95086,1,170,4,70,55
2,40.71012,-73.99669,1,0,2,8,65
1,40.71856,-73.95166,0,157,28,70,165
2,40.80489,-73.9576,1,80,28,69,89
2,40.72203,-73.99669,0,0,10,3,269
1,40.68229,-73.94287,0,0,14,3,145
1,40.66799,-73.96066,1,330,4,12,110
2,40.77137,-73.98943,0,0,5,13,180
1,40.67796,-73.96458,0,0,2,10,115
1,40.6933,-73.90823,0,311,15,5,82
3,40.7502,-73.94189,1,340,1,70,70
1,40.71285,-73.94383,0,0,5,10,155
2,40.76487,-73.98471,0,0,7,1,117
1,40.66799,-73.99077,0,0,2,17,100
2,40.72893,-73.98278,0,0,28,57,89
2,40.73009,-73.9827,0,4,28,70,89
2,40.72955,-73.98298,0,8,28,62,99
2,40.72693,-73.98521,0,0,6,17,155
2,40.80489,-73.94392,1,238,1,70,85
2,40.71137,-73.99403,1,96,4,48,80
2,40.74428,-73.97809,0,236,3,70,135
1,40.67579,-73.99669,0,0,6,2,150
2,40.74087,-73.99669,0,0,3,16,269
1,40.68723,-73.96897,0,30,2,31,269
1,40.7182,-73.95763,0,342,28,36,145
3,40.74679,-73.91853,1,330,3,1,80
1,40.71739,-73.95472,0,225,2,70,225
2,40.77099,-73.9898,1,0,3,70,99
2,40.7195,-73.98022,0,212,1,70,125
2,40.75636,-73.9939,0,365,28,32,80
1,40.68834,-73.97875,1,12,2,70,100
1,40.68586,-73.94837,1,297,2,22,55
2,40.71164,-73.99669,0,112,2,70,269
1,40.70743,-73.96728,0,261,7,69,142
1,40.68545,-73.96534,0,0,4,10,269
1,40.66799,-73.98384,0,23,2,24,269
1,40.66799,-73.99669,0,30,28,3,105
1,40.67858,-73.98537,1,331,28,17,125
1,40.70821,-73.95352,0,0,7,13,225
1,40.66799,-73.98954,0,0,2,58,92
2,40.72457,-73.98453,0,0,2,62,185
1,40.71689,-73.95706,0,38,3,70,226
1,40.66799,-73.99669,1,20,2,33,50
2,40.79313,-73.93493,1,0,3,47,80
1,40.68444,-73.99669,1,342,5,1,200
2,40.75632,-73.96464,0,317,14,30,99
1,40.67996,-73.98027,0,0,3,2,68
1,40.67369,-73.96589,1,361,2,70,102
1,40.67211,-73.976,0,68,3,27,220
2,40.79183,-73.97172,0,0,3,24,199
2,40.71456,-73.99669,0,316,5,22,165
2,40.71668,-73.99073,0,231,2,70,150
1,40.67862,-73.98561,0,363,1,66,269
1,40.68721,-73.99669,1,0,7,1,75
2,40.72162,-73.99669,0,26,2,63,269
3,40.75541,-73.90781,1,305,1,70,85
1,40.69011,-73.97691,0,34,4,2,160
1,40.66799,-73.98283,0,26,3,12,249
1,40.67828,-73.99136,1,189,2,35,80
1,40.71483,-73.96216,1,292,1,70,120
0,40.80489,-73.90781,1,90,7,2,49
1,40.66799,-73.96392,0,323,4,63,169
2,40.72686,-73.9797,0,341,4,70,220
1,40.68825,-73.92951,1,344,3,70,85
2,40.78451,-73.97882,0,0,7,1,269
2,40.80489,-73.94205,1,302,28,70,79
1,40.71384,-73.9474,1,30,4,70,90
2,40.7952,-73.9624,1,246,1,70,99
2,40.73942,-73.99669,2,0,1,61,50
1,40.66799,-73.95646,1,362,1,70,49
1,40.66799,-73.98554,0,203,3,70,269
4,40.66799,-73.99669,1,88,2,11,68
2,40.72701,-73.99669,0,0,3,9,198
1,40.68607,-73.95839,0,0,5,4,100
1,40.71345,-73.95689,0,64,2,15,175
2,40.73214,-73.99669,0,77,4,22,130
2,40.72903,-73.99669,0,0,3,18,180
1,40.67823,-73.97007,0,160,3,56,209
2,40.79842,-73.96903,0,141,4,2,150
2,40.72232,-73.98686,0,6,3,57,104
2,40.72454,-73.97944,0,0,4,13,175
2,40.77799,-73.95223,1,0,1,1,80
1,40.69227,-73.90852,1,23,2,37,68
2,40.7276,-73.98347,1,13,5,70,72
3,40.75782,-73.92129,0,262,28,24,107
2,40.72756,-73.97939,0,24,7,19,150
0,40.80489,-73.91328,1,329,3,70,49
1,40.68549,-73.94724,1,301,2,46,49
1,40.66799,-73.96548,0,344,1,70,269
2,40.79218,-73.97926,0,259,2,70,185
2,40.73951,-73.98146,0,0,3,2,145
1,40.7139,-73.96553,0,0,3,1,96
1,40.70753,-73.92048,0,0,5,3,120
2,40.73044,-73.98683,0,0,1,15,160
1,40.69964,-73.99299,0,67,3,60,269
1,40.67709,-73.95237,0,260,2,70,269
3,40.75296,-73.93716,0,272,2,70,269
1,40.67717,-73.96915,0,341,28,1,125
1,40.68586,-73.9809,0,56,2,70,269
1,40.68543,-73.93838,0,185,10,10,150
1,40.69849,-73.92678,0,352,28,1,180
2,40.74348,-73.99669,0,260,1,60,200
1,40.68679,-73.97378,0,242,28,5,99
2,40.75086,-73.99669,0,0,5,9,130
1,40.71915,-73.95581,0,0,3,1,150
